id,question,response,category,topic,row_type,source_url,note
730,What election news was posted on April 15 2026?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
731,Help me answer: What election news was posted on April 15 2026? on YABATECH website,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
732,Help me answer: What election news was posted on April 15 2026? for admission learners,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
733,Is there a YABATECH students union election notice?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
734,Quick question: Is there a YABATECH students union election notice? in simple terms,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
735,Class question: Is there a YABATECH students union election notice?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
736,YABATECH students union election date notice,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
737,Can you explain: YABATECH students union election date notice today,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
738,"In simple words, YABATECH students union election date notice briefly","YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
739,What did YABATECH post about YASUG election?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
740,Can you explain: What did YABATECH post about YASUG election? as a chatbot response,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
741,Can you explain: What did YABATECH post about YASUG election? for admission learners,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
742,What is the April 15 2026 election update?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
743,Quick question: What is the April 15 2026 election update?,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
744,"In simple words, What is the April 15 2026 election update?","YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
745,Tell me about the student union election news,"YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,official_fact,https://www.yabatech.edu.ng/yabatechallnews.php,current as checked on 2026-05-12
746,"For a learner, Tell me about the student union election news?","YABATECH posted a notice titled 'YABATECH Students' Union Election 2026' on April 15, 2026.",latest_news,students union election 2026,generated_variation,https://www.yabatech.edu.ng/yabatechallnews.php,derived from official site fact; verify before public deployment
